time_utc,iface,rx_bytes_per_s,rx_packets_per_s,tx_bytes_per_s,tx_packets_per_s,ctxt_per_s,intr_per_s,softirq_net_rx_per_s,softirq_net_tx_per_s,tcp_insegs_per_s,tcp_outsegs_per_s,tcp_retranssegs_per_s,tcp_estab,proc_rss_kb,proc_vsz_kb
2025-12-31T15:50:09Z,eth0,65630053.00,318329.00,68371262.00,343004.00,245724.00,366008.00,271152.00,1.00,318776.00,338362.00,3658.00,8000,5774604,7115988
2025-12-31T15:50:10Z,eth0,71402306.00,350321.00,74631646.00,381844.00,260056.00,378236.00,281035.00,3.00,350691.00,377223.00,4662.00,8000,5774604,7116500
2025-12-31T15:50:11Z,eth0,67232915.00,331120.00,69503837.00,352137.00,254172.00,368379.00,272399.00,2.00,334167.00,349677.00,5054.00,8000,5774796,7117012
2025-12-31T15:50:12Z,eth0,59461901.00,290252.00,63023555.00,323890.00,264839.00,339887.00,256627.00,7.00,291909.00,322446.00,5919.00,8000,5774796,7117524
2025-12-31T15:50:13Z,eth0,71273465.00,348564.00,74217796.00,373472.00,277831.00,393919.00,294563.00,0.00,345686.00,365131.00,3728.00,8000,5774796,7118036
2025-12-31T15:50:14Z,eth0,60915354.00,293784.00,64697966.00,328932.00,260598.00,354138.00,265840.00,1.00,289341.00,319204.00,5392.00,8000,5775180,7118484
2025-12-31T15:50:16Z,eth0,32623568.00,159382.50,34049889.50,173123.50,130547.00,181947.50,134716.00,3.00,162926.50,174811.50,2446.00,8000,5775180,7118996
2025-12-31T15:50:17Z,eth0,72199935.00,352021.00,75006695.00,377610.00,253651.00,389160.00,290892.00,1.00,355588.00,376429.00,3656.00,8000,5775180,7119508
2025-12-31T15:50:18Z,eth0,63840489.00,312136.00,67597001.00,348456.00,265886.00,342969.00,258043.00,0.00,302251.00,334823.00,4168.00,8000,5775180,7119956
2025-12-31T15:50:19Z,eth0,66726005.00,326258.00,70420162.00,361290.00,243760.00,371969.00,278063.00,1.00,325608.00,355282.00,5481.00,8000,5775180,7120404
2025-12-31T15:50:20Z,eth0,62554624.00,302475.00,65875648.00,339384.00,266257.00,338926.00,253714.00,1.00,302788.00,335430.00,4535.00,8000,5775372,7120916
2025-12-31T15:50:21Z,eth0,60117581.00,291509.00,63509770.00,319413.00,266781.00,360955.00,275340.00,3.00,296741.00,321255.00,4599.00,8000,5775372,7121364
2025-12-31T15:50:22Z,eth0,64366510.00,313693.00,67559969.00,344628.00,274516.00,368089.00,276615.00,1.00,308193.00,334064.00,4287.00,8000,5775372,7121812
2025-12-31T15:50:23Z,eth0,60246685.00,290824.00,64320044.00,327226.00,270530.00,336664.00,254227.00,3.00,290775.00,322022.00,5461.00,8000,5775564,7122260
2025-12-31T15:50:24Z,eth0,60893235.00,297882.00,63717301.00,324137.00,263791.00,356411.00,268815.00,0.00,301942.00,324226.00,3710.00,8000,5775948,7122836
2025-12-31T15:50:25Z,eth0,66350841.00,322439.00,69883533.00,356101.00,284808.00,391694.00,293601.00,3.00,318062.00,347670.00,4488.00,8000,5775948,7123284
2025-12-31T15:50:27Z,eth0,30462913.00,146665.00,31958746.00,161124.50,130519.50,183377.00,140489.50,0.50,149035.50,161430.50,2352.00,8000,5775948,7123796
2025-12-31T15:50:28Z,eth0,62600678.00,307120.00,66465216.00,340195.00,266956.00,330968.00,245378.00,3.00,302579.00,330554.00,4993.00,8000,5775948,7124244
2025-12-31T15:50:29Z,eth0,66852004.00,318341.00,70466764.00,355592.00,288338.00,386894.00,291649.00,2.00,318822.00,351763.00,4964.00,8000,5776140,7124692
2025-12-31T15:50:30Z,eth0,59999631.00,285184.00,64457572.00,321198.00,255311.00,352721.00,271974.00,7.00,286990.00,317384.00,7234.00,8000,5776140,7125140
2025-12-31T15:50:31Z,eth0,66108764.00,321450.00,68839778.00,345284.00,270274.00,374803.00,279395.00,0.00,321581.00,344298.00,4477.00,8000,5776332,7125652
2025-12-31T15:50:32Z,eth0,61982293.00,301650.00,65923330.00,333639.00,266846.00,370887.00,279009.00,1.00,299280.00,322675.00,4751.00,8000,5776332,7126100
2025-12-31T15:50:33Z,eth0,64252505.00,312061.00,68567641.00,349853.00,262979.00,350084.00,263431.00,1.00,312384.00,344432.00,6133.00,8000,5776524,7126548
2025-12-31T15:50:34Z,eth0,60662263.00,293739.00,64268923.00,329690.00,273990.00,354870.00,270738.00,2.00,294597.00,327144.00,4220.00,8000,5777100,7127060
2025-12-31T15:50:35Z,eth0,60602148.00,292915.00,63811142.00,324130.00,259559.00,360693.00,276833.00,0.00,293396.00,320885.00,3376.00,8000,5777292,7127508
2025-12-31T15:50:36Z,eth0,60156936.00,287799.00,63765209.00,324164.00,254919.00,365230.00,277118.00,2.00,286074.00,318606.00,3808.00,8000,5777292,7128020
2025-12-31T15:50:37Z,eth0,66735878.00,321605.00,70227417.00,356187.00,269662.00,371045.00,281215.00,1.00,322050.00,352188.00,4597.00,8000,5777292,7128404
2025-12-31T15:50:39Z,eth0,32095506.50,156905.00,33601169.50,170460.00,132289.50,178540.50,134496.00,0.50,159255.50,171405.50,1986.50,8000,5777676,7128980
2025-12-31T15:50:40Z,eth0,58194201.00,283681.00,62250505.00,319624.00,287701.00,370560.00,281602.00,2.00,278414.00,305215.00,8369.00,8000,5777868,7129364
2025-12-31T15:50:41Z,eth0,69330355.00,336068.00,72233923.00,365718.00,309786.00,429210.00,324202.00,0.00,338612.00,363957.00,5887.00,8000,5777868,7129876
2025-12-31T15:50:42Z,eth0,67374009.00,332231.00,69952579.00,356667.00,249375.00,365530.00,270044.00,2.00,334808.00,351864.00,5028.00,8000,5777868,7130452
2025-12-31T15:50:43Z,eth0,60787611.00,295095.00,64544626.00,329426.00,282845.00,363909.00,275613.00,2.00,294272.00,323588.00,6489.00,8000,5777868,7130900
2025-12-31T15:50:44Z,eth0,71088338.00,343861.00,74412392.00,375985.00,248320.00,373359.00,277737.00,4.00,341564.00,370077.00,4131.00,8000,5777868,7131348
2025-12-31T15:50:45Z,eth0,59071218.00,285533.00,61773003.00,312520.00,275857.00,365048.00,277605.00,1.00,290630.00,313361.00,5180.00,8000,5778252,7131860
2025-12-31T15:50:46Z,eth0,61385391.00,297808.00,64875316.00,332557.00,279709.00,360864.00,273788.00,1.00,295720.00,324785.00,5322.00,8000,5778444,7132308
2025-12-31T15:50:47Z,eth0,58246093.00,281417.00,61518473.00,315353.00,284553.00,372039.00,287622.00,1.00,282722.00,314705.00,2992.00,8000,5778636,7132756
2025-12-31T15:50:48Z,eth0,66713643.00,322531.00,70626781.00,360859.00,266698.00,386330.00,286540.00,4.00,316472.00,348502.00,4751.00,8000,5778636,7133204
2025-12-31T15:50:49Z,eth0,61555480.00,300541.00,65158603.00,336988.00,223827.00,319142.00,239512.00,2.00,305927.00,338052.00,4956.00,8000,5778636,7133716
2025-12-31T15:50:51Z,eth0,37070404.50,182141.00,38423612.50,195814.50,123501.00,183786.00,134630.00,1.50,182436.00,193920.00,2891.50,8000,5778828,7134292
2025-12-31T15:50:52Z,eth0,63106451.00,305957.00,66924976.00,339890.00,289461.00,383241.00,291084.00,3.00,299831.00,327088.00,4997.00,8000,5778828,7134676
2025-12-31T15:50:53Z,eth0,67038965.00,324019.00,69842814.00,353434.00,256483.00,379745.00,286233.00,1.00,329422.00,356723.00,4199.00,8000,5779020,7135380
2025-12-31T15:50:54Z,eth0,70819218.00,345903.00,74165044.00,372692.00,269828.00,393386.00,295294.00,0.00,342399.00,364506.00,4526.00,8000,5779212,7135764
2025-12-31T15:50:55Z,eth0,57984932.00,279012.00,62223227.00,317316.00,275210.00,358860.00,275478.00,2.00,282844.00,312867.00,6795.00,8000,5779404,7136212
2025-12-31T15:50:56Z,eth0,62999111.00,308324.00,66151807.00,339672.00,282075.00,373157.00,281906.00,3.00,307482.00,333246.00,7717.00,8000,5779596,7136660
2025-12-31T15:50:57Z,eth0,70775921.00,344294.00,74152350.00,377967.00,265108.00,386525.00,288814.00,1.00,340922.00,369192.00,4051.00,8000,5779596,7137172
2025-12-31T15:50:58Z,eth0,65295197.00,316379.00,68960235.00,348640.00,247400.00,357051.00,267019.00,4.00,315595.00,342245.00,5404.00,8000,5779596,7137620
2025-12-31T15:50:59Z,eth0,65361002.00,321517.00,68990715.00,347731.00,225694.00,342782.00,252249.00,4.00,326478.00,346514.00,6408.00,8000,5779596,7138260
2025-12-31T15:51:01Z,eth0,32828300.50,159421.00,34278767.50,174330.00,141879.00,200871.00,153139.50,1.50,156747.00,169157.00,2632.00,8000,5779596,7138644
2025-12-31T15:51:02Z,eth0,63665725.00,303300.00,67805935.00,339262.00,267788.00,355032.00,269794.00,2.00,309265.00,341449.00,7231.00,8000,5779596,7139092
2025-12-31T15:51:03Z,eth0,63366247.00,309279.00,67347023.00,342149.00,237006.00,340314.00,258380.00,2.00,303445.00,329067.00,4714.00,8000,5779596,7139604
2025-12-31T15:51:04Z,eth0,69588677.00,343852.00,72591653.00,369627.00,262628.00,358193.00,265529.00,4.00,346974.00,366955.00,5988.00,8000,5779788,7140116
2025-12-31T15:51:05Z,eth0,65662437.00,318264.00,68428479.00,345135.00,274573.00,393233.00,294835.00,0.00,316279.00,340432.00,3430.00,8000,5779788,7140628
2025-12-31T15:51:06Z,eth0,58155121.00,278578.00,61792791.00,313859.00,266083.00,348234.00,264746.00,1.00,281869.00,311322.00,5422.00,8000,5779980,7141076
2025-12-31T15:51:07Z,eth0,72089699.00,355898.00,75370266.00,389651.00,259137.00,378117.00,280688.00,0.00,352785.00,384012.00,3513.00,8000,5780172,7141524
2025-12-31T15:51:08Z,eth0,64925768.00,315433.00,67975400.00,345816.00,265080.00,369295.00,275025.00,0.00,313308.00,339647.00,3379.00,8000,5780364,7142164
2025-12-31T15:51:09Z,eth0,59268571.00,286930.00,62518750.00,315327.00,265714.00,356643.00,271080.00,0.00,292765.00,316535.00,5737.00,8000,5780556,7142548
2025-12-31T15:51:10Z,eth0,67539551.00,329235.00,70755480.00,358420.00,286903.00,397805.00,298803.00,5.00,323862.00,348051.00,4295.00,8000,5780556,7142996
2025-12-31T15:51:11Z,eth0,52870332.00,255491.00,56085409.00,286356.00,290803.00,355242.00,275997.00,2.00,255565.00,279074.00,7329.00,8000,5794764,7143700
