time_utc,iface,rx_bytes_per_s,rx_packets_per_s,tx_bytes_per_s,tx_packets_per_s,ctxt_per_s,intr_per_s,softirq_net_rx_per_s,softirq_net_tx_per_s,tcp_insegs_per_s,tcp_outsegs_per_s,tcp_retranssegs_per_s,tcp_estab,proc_rss_kb,proc_vsz_kb
2025-12-31T15:56:27Z,eth0,36393884.00,264099.00,43247732.00,367859.00,58071.00,411850.00,285073.00,32.00,263042.00,367131.00,2.00,7982,5713940,6990672
2025-12-31T15:56:28Z,eth0,39755468.00,288238.00,44129214.00,354405.00,53455.00,389907.00,285726.00,1.00,288716.00,355102.00,4.00,7983,5714132,6990672
2025-12-31T15:56:29Z,eth0,38080820.00,276193.00,43509427.00,358446.00,56440.00,389612.00,278036.00,17.00,274462.00,357214.00,2.00,7984,5714132,6990672
2025-12-31T15:56:30Z,eth0,36486816.00,264626.00,42208507.00,351048.00,58231.00,382207.00,270196.00,25.00,264132.00,349490.00,1.00,7985,5714132,6990672
2025-12-31T15:56:32Z,eth0,18122903.00,131420.50,20805191.00,172082.50,34880.00,193817.00,138202.50,13.00,131775.50,172686.00,0.00,7985,5714132,6990672
2025-12-31T15:56:33Z,eth0,36964805.00,268102.00,42981378.00,359279.00,59375.00,387109.00,274616.00,26.00,266713.00,357632.00,3.00,7986,5714132,6990672
2025-12-31T15:56:34Z,eth0,38631633.00,280101.00,42908450.00,344903.00,55318.00,388438.00,284554.00,8.00,284651.00,349594.00,2.00,7987,5715284,6992208
2025-12-31T15:56:35Z,eth0,38727738.00,280876.00,44120209.00,362488.00,59081.00,398949.00,282942.00,18.00,276185.00,357499.00,2.00,7988,5875796,7194268
2025-12-31T15:56:36Z,eth0,33855066.00,245574.00,40557720.00,346744.00,57134.00,394792.00,271624.00,39.00,250002.00,351595.00,0.00,7989,6061268,7330020
2025-12-31T15:56:37Z,eth0,39470091.00,286225.00,43915298.00,353695.00,68178.00,400796.00,289107.00,2.00,285433.00,352828.00,2.00,7990,6061268,7330020
2025-12-31T15:56:38Z,eth0,38005302.00,275612.00,42747353.00,347079.00,59253.00,385354.00,276890.00,14.00,273873.00,344740.00,2.00,7991,6061268,7330020
2025-12-31T15:56:39Z,eth0,37629723.00,272865.00,42441753.00,346153.00,54574.00,382763.00,276716.00,4.00,273548.00,347182.00,2.00,7991,6061268,7330020
2025-12-31T15:56:40Z,eth0,37722741.00,273562.00,43621049.00,362857.00,61971.00,396529.00,280654.00,21.00,274894.00,364112.00,2.00,7992,6061268,7330020
2025-12-31T15:56:42Z,eth0,20029813.50,145301.50,22543236.00,183376.50,32357.50,206022.00,148331.00,9.50,143464.50,181360.50,1.00,7993,6061460,7330020
2025-12-31T15:56:43Z,eth0,38750611.00,281017.00,43111670.00,347045.00,56775.00,385304.00,281015.00,7.00,284728.00,351862.00,0.00,7994,6062036,7331428
2025-12-31T15:56:44Z,eth0,39297552.00,285062.00,44317083.00,360944.00,53707.00,396571.00,285248.00,13.00,285153.00,361315.00,1.00,7995,6074132,7334180
2025-12-31T15:56:45Z,eth0,33098017.00,239987.00,39926068.00,343215.00,63345.00,390254.00,264704.00,25.00,236008.00,337982.00,1.00,7996,6389780,7668536
2025-12-31T15:56:46Z,eth0,36779537.00,266899.00,42464273.00,353092.00,54973.00,384698.00,276342.00,21.00,269505.00,356232.00,3.00,7997,6389972,7668536
2025-12-31T15:56:47Z,eth0,37866854.00,274518.00,43191128.00,355221.00,60418.00,392208.00,279971.00,18.00,272733.00,353256.00,0.00,7997,6389972,7668536
2025-12-31T15:56:48Z,eth0,37002084.00,268543.00,42792651.00,355826.00,61038.00,389325.00,277156.00,12.00,269124.00,355809.00,0.00,7998,6389972,7668536
2025-12-31T15:56:49Z,eth0,40208844.00,291479.00,44841926.00,362066.00,57569.00,399688.00,289277.00,8.00,289387.00,360563.00,3.00,7999,6389972,7668536
2025-12-31T15:56:50Z,eth0,37947148.00,275469.00,43517402.00,359759.00,53794.00,387911.00,279622.00,23.00,279997.00,364552.00,1.00,8000,6389972,7668536
2025-12-31T15:56:52Z,eth0,19168096.00,139012.00,21589375.50,175719.50,27021.00,193893.50,139371.50,3.50,136663.00,173071.00,1.00,8000,6389972,7668536
2025-12-31T15:56:53Z,eth0,36859339.00,267411.00,42594843.00,354181.00,60089.00,386027.00,276816.00,31.00,270555.00,357900.00,0.00,8000,6390164,7670200
2025-12-31T15:56:54Z,eth0,38774094.00,281163.00,43423080.00,351625.00,60043.00,391603.00,281675.00,7.00,278018.00,347748.00,2.00,8000,6514020,7809424
2025-12-31T15:56:55Z,eth0,33230459.00,241261.00,40444474.00,350427.00,53204.00,394807.00,268946.00,29.00,243718.00,353714.00,1.00,8000,6733284,8010908
2025-12-31T15:56:56Z,eth0,38833512.00,281597.00,43915229.00,358520.00,57113.00,395339.00,285354.00,23.00,281442.00,358050.00,0.00,8000,6733284,8010908
2025-12-31T15:56:57Z,eth0,38428301.00,278682.00,43406435.00,353876.00,57964.00,394051.00,285033.00,11.00,279992.00,355070.00,2.00,8000,6733284,8010908
2025-12-31T15:56:58Z,eth0,37120776.00,269241.00,42352422.00,348590.00,59515.00,383308.00,273390.00,17.00,270636.00,350801.00,1.00,8000,6760356,8076512
2025-12-31T15:56:59Z,eth0,40216124.00,291675.00,44799700.00,361113.00,52239.00,396790.00,286442.00,1.00,286949.00,355316.00,1.00,8000,6760548,8076512
2025-12-31T15:57:00Z,eth0,39024202.00,282941.00,43101196.00,344648.00,59323.00,385015.00,280453.00,5.00,284439.00,346773.00,0.00,8000,6760932,8076768
2025-12-31T15:57:01Z,eth0,37721106.00,273637.00,43073309.00,354690.00,60515.00,383946.00,272538.00,20.00,272723.00,353227.00,0.00,8000,6760932,8076768
2025-12-31T15:57:02Z,eth0,38159252.00,276788.00,43072012.00,351121.00,62789.00,391381.00,282382.00,8.00,280348.00,355442.00,0.00,8000,6762084,8078432
2025-12-31T15:57:04Z,eth0,19646614.50,142483.50,22060313.50,178974.50,28065.00,196169.00,140976.00,6.00,140859.00,177007.50,2.50,8000,6865572,8147876
2025-12-31T15:57:05Z,eth0,35333839.00,256214.00,41283342.00,346217.00,53509.00,401284.00,280623.00,25.00,257544.00,347777.00,1.00,8000,7206756,8483448
2025-12-31T15:57:06Z,eth0,38231592.00,277133.00,43400560.00,355305.00,61278.00,396651.00,286284.00,9.00,279182.00,357236.00,0.00,8000,7206756,8483448
2025-12-31T15:57:07Z,eth0,37059079.00,269051.00,42930999.00,358044.00,68169.00,392088.00,274844.00,36.00,265614.00,355133.00,1.00,8000,7206948,8483448
2025-12-31T15:57:08Z,eth0,37517007.00,272109.00,43063685.00,355948.00,65490.00,390574.00,281198.00,19.00,278330.00,362699.00,0.00,8000,7206948,8483448
2025-12-31T15:57:09Z,eth0,40012997.00,290209.00,44905139.00,364505.00,57578.00,398769.00,285009.00,14.00,285136.00,358703.00,3.00,8000,7206948,8483448
2025-12-31T15:57:10Z,eth0,38198567.00,277015.00,43584127.00,358613.00,60404.00,392271.00,280079.00,18.00,275520.00,356345.00,1.00,8000,7206948,8483448
2025-12-31T15:57:11Z,eth0,38006624.00,275618.00,43350652.00,356312.00,58571.00,388833.00,280016.00,17.00,276787.00,357861.00,1.00,8000,7206948,8483448
2025-12-31T15:57:12Z,eth0,38686792.00,280737.00,43753413.00,357388.00,60461.00,393077.00,281174.00,18.00,279937.00,356802.00,2.00,8000,7207140,8484216
2025-12-31T15:57:14Z,eth0,20258887.50,146905.00,22320316.50,178007.00,28907.00,199242.00,146630.00,0.50,147825.00,178775.00,1.50,8000,7208484,8485944
2025-12-31T15:57:15Z,eth0,38202724.00,277164.00,43150345.00,352373.00,60089.00,386179.00,276474.00,6.00,274393.00,349269.00,4.00,8000,7401828,8690052
2025-12-31T15:57:16Z,eth0,32905780.00,238683.00,39331923.00,336088.00,53455.00,381764.00,265558.00,26.00,242506.00,340498.00,2.00,8000,7479588,8757192
2025-12-31T15:57:17Z,eth0,37954384.00,275362.00,43670658.00,361871.00,66849.00,396580.00,282347.00,22.00,276303.00,364093.00,0.00,8000,7479588,8757192
2025-12-31T15:57:18Z,eth0,38291227.00,277596.00,43229972.00,352260.00,58745.00,391079.00,281200.00,11.00,277683.00,351157.00,0.00,8000,7479588,8757192
2025-12-31T15:57:19Z,eth0,38435391.00,278897.00,43054804.00,348971.00,63039.00,381473.00,272882.00,9.00,275586.00,345404.00,0.00,8000,7479588,8757192
2025-12-31T15:57:20Z,eth0,38522501.00,279389.00,43611910.00,356455.00,65086.00,392879.00,281446.00,10.00,277637.00,355085.00,1.00,8000,7479588,8757192
2025-12-31T15:57:21Z,eth0,37628124.00,272888.00,42846459.00,351871.00,62317.00,386610.00,276419.00,15.00,274492.00,353792.00,2.00,8000,7479588,8757192
2025-12-31T15:57:22Z,eth0,38609088.00,280267.00,44062239.00,362887.00,56809.00,392279.00,279497.00,19.00,281873.00,364439.00,2.00,8000,7479588,8757192
2025-12-31T15:57:24Z,eth0,19975047.50,144912.50,22345081.00,180779.50,27482.00,199044.50,143277.50,4.50,144165.00,179739.50,1.00,8000,7480164,8757704
2025-12-31T15:57:25Z,eth0,38258339.00,277357.00,43563532.00,357070.00,58697.00,391414.00,279133.00,15.00,277091.00,356084.00,3.00,8000,7481700,8759752
2025-12-31T15:57:26Z,eth0,37339679.00,270930.00,42871205.00,355130.00,56738.00,389529.00,277304.00,14.00,271512.00,355943.00,1.00,8000,7705188,8963604
2025-12-31T15:57:27Z,eth0,33010056.00,239511.00,39601633.00,339384.00,48966.00,378694.00,259154.00,38.00,237588.00,337381.00,1.00,8000,7954212,9230948
2025-12-31T15:57:28Z,eth0,37591630.00,272766.00,42816083.00,351888.00,60308.00,385994.00,276736.00,17.00,273329.00,352885.00,1.00,8000,7954404,9230948
2025-12-31T15:57:29Z,eth0,37336892.00,270867.00,42938345.00,355500.00,60193.00,387326.00,277943.00,24.00,274406.00,359835.00,0.00,8000,7954404,9230948
2025-12-31T15:57:30Z,eth0,38810486.00,281520.00,44049549.00,360800.00,62073.00,394393.00,279784.00,13.00,277717.00,355845.00,0.00,8000,7954404,9230948
2025-12-31T15:57:31Z,eth0,37108948.00,269274.00,42621626.00,352951.00,57196.00,379950.00,270835.00,21.00,268858.00,352499.00,0.00,8000,7954404,9230948
2025-12-31T15:57:32Z,eth0,38750816.00,281020.00,43440575.00,352003.00,56224.00,386036.00,279024.00,8.00,282852.00,354742.00,1.00,8000,7954404,9230948
2025-12-31T15:57:33Z,eth0,41109756.00,298028.00,45993185.00,371514.00,61541.00,407308.00,292854.00,10.00,297484.00,369686.00,1.00,8000,7954404,9230948
2025-12-31T15:57:35Z,eth0,19109151.50,138594.50,22052161.00,183280.50,31535.00,198258.50,140083.00,10.00,139131.50,183981.00,0.00,8000,7954404,9230948
2025-12-31T15:57:36Z,eth0,38691345.00,280981.00,44263340.00,365604.00,61501.00,394149.00,279911.00,18.00,278617.00,364132.00,1.00,8000,7954788,9231716
2025-12-31T15:57:37Z,eth0,38541172.00,279605.00,43528753.00,355078.00,58157.00,387057.00,278767.00,5.00,282940.00,358787.00,3.00,8000,7956324,9233828
2025-12-31T15:57:38Z,eth0,37097477.00,269161.00,42862831.00,356515.00,69097.00,396311.00,277342.00,24.00,265826.00,351960.00,0.00,8000,8267364,9570808
2025-12-31T15:57:39Z,eth0,33452559.00,242659.00,40435756.00,348234.00,49994.00,390249.00,267554.00,33.00,243065.00,348584.00,1.00,8000,8399460,9704576
2025-12-31T15:57:40Z,eth0,37671630.00,273151.00,42667830.00,348915.00,60822.00,390105.00,279700.00,9.00,272743.00,348715.00,3.00,8000,8399460,9704576
2025-12-31T15:57:41Z,eth0,37737120.00,273676.00,42726486.00,349195.00,58723.00,387836.00,278079.00,7.00,273679.00,349040.00,1.00,8000,8399460,9704576
2025-12-31T15:57:42Z,eth0,37593212.00,272702.00,42602377.00,348121.00,59749.00,392487.00,285405.00,10.00,280508.00,358036.00,0.00,8000,8399460,9704576
2025-12-31T15:57:43Z,eth0,39560706.00,286860.00,43909761.00,353146.00,56943.00,392785.00,285840.00,9.00,282580.00,347315.00,0.00,8000,8399460,9704576
2025-12-31T15:57:45Z,eth0,19193205.50,139180.50,21583257.50,175348.00,31531.00,197532.50,140351.50,3.50,138024.00,174200.50,0.00,8000,8399460,9704576
2025-12-31T15:57:46Z,eth0,36999947.00,268316.00,42909931.00,357740.00,60423.00,392094.00,278922.00,31.00,270242.00,359683.00,0.00,8000,8399460,9704576
2025-12-31T15:57:47Z,eth0,37995363.00,275527.00,43677166.00,361588.00,63361.00,398540.00,283324.00,20.00,275419.00,361465.00,2.00,8000,8399460,9704576
2025-12-31T15:57:48Z,eth0,38472685.00,279021.00,42968017.00,347184.00,61523.00,391456.00,281420.00,8.00,277027.00,345199.00,0.00,8000,8399652,9705280
2025-12-31T15:57:49Z,eth0,38968987.00,282576.00,44080324.00,359908.00,56203.00,397069.00,286514.00,19.00,283389.00,360685.00,0.00,8000,8401380,9707520
2025-12-31T15:57:50Z,eth0,38229910.00,277232.00,43200935.00,352559.00,64024.00,393162.00,281413.00,19.00,275376.00,350313.00,0.00,8000,8451684,9710784
2025-12-31T15:57:51Z,eth0,31703211.00,229912.00,37704136.00,320645.00,49467.00,377887.00,259446.00,33.00,231895.00,322757.00,0.00,8000,8966052,10247392
2025-12-31T15:57:52Z,eth0,36867026.00,267494.00,42630516.00,354046.00,57782.00,392991.00,278604.00,12.00,267027.00,353561.00,2.00,8000,8968740,10247392
2025-12-31T15:57:53Z,eth0,38652248.00,280227.00,43525337.00,354707.00,57810.00,394262.00,285776.00,16.00,282279.00,357527.00,2.00,8000,8968740,10247392
2025-12-31T15:57:54Z,eth0,37745866.00,273729.00,42873682.00,351411.00,70634.00,394737.00,280369.00,17.00,270173.00,346900.00,0.00,8000,8968740,10247392
2025-12-31T15:57:56Z,eth0,19878105.50,144192.50,22424183.00,182641.00,29697.00,203211.00,147174.50,5.50,146470.00,185413.00,0.00,8000,8968740,10247392
2025-12-31T15:57:57Z,eth0,38640221.00,280140.00,43453152.00,352987.00,59593.00,394464.00,284696.00,10.00,278251.00,350270.00,0.00,8000,8968740,10247392
2025-12-31T15:57:58Z,eth0,37084341.00,268930.00,42258498.00,347506.00,58830.00,380518.00,269377.00,23.00,266251.00,345193.00,4.00,8000,8989476,10312996
2025-12-31T15:57:59Z,eth0,37388260.00,271258.00,42770991.00,352716.00,64090.00,391728.00,278322.00,17.00,271258.00,352123.00,0.00,8000,8989476,10312996
2025-12-31T15:58:00Z,eth0,38219613.00,277175.00,42769106.00,346028.00,60857.00,389219.00,282763.00,4.00,282366.00,352126.00,1.00,8000,8989476,10312996
2025-12-31T15:58:01Z,eth0,38427456.00,278712.00,43748344.00,359260.00,59142.00,396137.00,283301.00,23.00,275038.00,355942.00,0.00,8000,8989476,10313252
2025-12-31T15:58:02Z,eth0,37325431.00,270640.00,42868173.00,354617.00,70736.00,395095.00,278560.00,16.00,269122.00,352105.00,0.00,8000,8991204,10315236
2025-12-31T15:58:03Z,eth0,39096564.00,283455.00,43706071.00,352941.00,60245.00,397592.00,291746.00,4.00,289912.00,359973.00,0.00,8000,8993124,10317348
2025-12-31T15:58:04Z,eth0,35468493.00,257195.00,40688394.00,336495.00,49730.00,392798.00,268784.00,5.00,250738.00,330286.00,0.00,8000,9366564,10654776
2025-12-31T15:58:06Z,eth0,18390950.50,133424.00,21488318.50,180293.00,27177.50,197989.50,140566.50,10.00,133424.00,179841.00,1.50,8000,9383844,10655032
2025-12-31T15:58:07Z,eth0,38205005.00,277135.00,43029718.00,350061.00,57029.00,389538.00,281664.00,16.00,281926.00,355931.00,4.00,8000,9383844,10655032
2025-12-31T15:58:08Z,eth0,40101173.00,290786.00,44672074.00,360118.00,59537.00,399801.00,290353.00,11.00,289392.00,357999.00,2.00,8000,9384228,10655032
2025-12-31T15:58:09Z,eth0,39516772.00,286628.00,44220160.00,357556.00,56535.00,397571.00,285987.00,8.00,287694.00,359005.00,2.00,8000,9384228,10655032
2025-12-31T15:58:10Z,eth0,38730044.00,280911.00,43572529.00,354463.00,62328.00,394996.00,282332.00,17.00,277578.00,350793.00,1.00,8000,9384228,10655032
2025-12-31T15:58:11Z,eth0,37821717.00,274329.00,43071507.00,353681.00,65306.00,392767.00,279873.00,15.00,273931.00,352818.00,2.00,8000,9384228,10655032
2025-12-31T15:58:12Z,eth0,37376933.00,271052.00,42650269.00,350632.00,62191.00,390486.00,279612.00,18.00,273338.00,353117.00,1.00,8000,9384228,10655032
2025-12-31T15:58:13Z,eth0,38873079.00,281948.00,43218567.00,348117.00,56782.00,384631.00,279271.00,3.00,281617.00,348435.00,3.00,8000,9384228,10655032
2025-12-31T15:58:14Z,eth0,39509195.00,286416.00,43871300.00,352489.00,54959.00,391498.00,283124.00,2.00,283727.00,348850.00,3.00,8000,9384228,10655032
2025-12-31T15:58:16Z,eth0,19349073.50,140386.50,21714482.00,176181.00,30128.00,197277.00,141998.50,4.50,140386.50,176146.50,1.00,8000,9385188,10656376
2025-12-31T15:58:17Z,eth0,38045319.00,275941.00,43195580.00,353761.00,56567.00,419592.00,280528.00,13.00,276243.00,354045.00,2.00,8000,9395556,10658488
2025-12-31T15:58:18Z,eth0,38691997.00,280481.00,43713239.00,356561.00,52226.00,395449.00,282779.00,14.00,280885.00,357632.00,1.00,8000,9594516,10865980
2025-12-31T15:58:19Z,eth0,31576554.00,229037.00,38062517.00,327195.00,52776.00,386998.00,259350.00,31.00,229128.00,326824.00,2.00,8000,9970260,11268500
2025-12-31T15:58:20Z,eth0,36974109.00,268246.00,42397494.00,350449.00,56752.00,383139.00,275464.00,20.00,270025.00,353741.00,2.00,8000,9970644,11268500
2025-12-31T15:58:21Z,eth0,38598615.00,279981.00,44230238.00,364835.00,68394.00,405095.00,285869.00,27.00,279987.00,364171.00,1.00,8000,9971028,11268500
2025-12-31T15:58:22Z,eth0,39761451.00,288315.00,44301674.00,357472.00,56898.00,390651.00,283586.00,11.00,288109.00,357130.00,0.00,8000,9971028,11268500
2025-12-31T15:58:23Z,eth0,40734673.00,295410.00,44943019.00,358652.00,54728.00,393561.00,284302.00,2.00,295411.00,357878.00,5.00,8000,9971028,11268500
2025-12-31T15:58:24Z,eth0,38835125.00,281600.00,43382160.00,350775.00,60675.00,390994.00,282867.00,12.00,282049.00,351744.00,3.00,8000,9971028,11268500
2025-12-31T15:58:25Z,eth0,37239630.00,270298.00,42817435.00,354742.00,57913.00,380750.00,269677.00,22.00,271553.00,356599.00,1.00,8000,9971028,11268500
2025-12-31T15:58:27Z,eth0,19472650.50,141290.00,21986894.00,179218.00,26878.00,195384.00,140430.00,5.00,141743.50,179492.50,2.50,8000,9971028,11268500
2025-12-31T15:58:28Z,eth0,37224800.00,270053.00,43342166.00,363081.00,59113.00,384989.00,269449.00,23.00,265132.00,357392.00,0.00,8000,9996564,11268500
2025-12-31T15:58:29Z,eth0,38596009.00,279991.00,43880950.00,359374.00,51985.00,393054.00,283290.00,9.00,283868.00,363965.00,2.00,8000,9996948,11268500
