time_utc,iface,rx_bytes_per_s,rx_packets_per_s,tx_bytes_per_s,tx_packets_per_s,ctxt_per_s,intr_per_s,softirq_net_rx_per_s,softirq_net_tx_per_s,tcp_insegs_per_s,tcp_outsegs_per_s,tcp_retranssegs_per_s,tcp_estab,proc_rss_kb,proc_vsz_kb
2025-12-31T15:37:01Z,eth0,45928148.00,226215.00,42205016.50,169849.50,124774.50,218719.50,161632.50,0.00,227279.50,170794.00,0.00,7328,429120,1777316
2025-12-31T15:37:02Z,eth0,95435494.00,470453.00,87698685.00,353247.00,256310.00,449262.00,332046.00,0.00,468015.00,351300.00,0.00,7456,455616,1778212
2025-12-31T15:37:03Z,eth0,103472857.00,510036.00,95090171.00,382999.00,276402.00,484553.00,358404.00,0.00,510274.00,383090.00,1.00,7584,482112,1844328
2025-12-31T15:37:04Z,eth0,100905014.00,497232.00,92742899.00,373513.00,267953.00,467891.00,346630.00,0.00,498037.00,374067.00,0.00,7712,509184,1845160
2025-12-31T15:37:05Z,eth0,104275013.00,513861.00,95808947.00,385838.00,281249.00,481468.00,358199.00,0.00,513553.00,385502.00,0.00,7840,536676,1911904
2025-12-31T15:37:06Z,eth0,110573112.00,544852.00,101623626.00,409256.00,295369.00,504315.00,376339.00,0.00,544595.00,408992.00,0.00,7968,564900,1912736
2025-12-31T15:37:07Z,eth0,109883804.00,541401.00,100980817.00,406415.00,293824.00,495107.00,369376.00,0.00,541570.00,406821.00,0.00,7969,593700,1913632
2025-12-31T15:37:08Z,eth0,110466824.00,543856.00,101542040.00,408661.00,301075.00,496848.00,371252.00,0.00,543435.00,408158.00,0.00,7969,622692,1980388
2025-12-31T15:37:09Z,eth0,111548570.00,549547.00,102527710.00,412617.00,311387.00,506059.00,378419.00,0.00,550714.00,413563.00,1.00,7970,652260,1980964
2025-12-31T15:37:10Z,eth0,112418763.00,553642.00,103316277.00,415825.00,302748.00,506380.00,378962.00,0.00,553247.00,415343.00,0.00,7971,681636,2047976
2025-12-31T15:37:12Z,eth0,56165437.00,276693.50,51618949.50,207765.00,152221.00,254389.00,189956.00,0.00,276633.00,207805.50,0.00,7972,709860,2048616
2025-12-31T15:37:13Z,eth0,110062393.00,541998.00,101158012.00,407055.00,298887.00,495483.00,370072.00,0.00,542173.00,407122.00,0.00,7973,738660,2115308
2025-12-31T15:37:14Z,eth0,110312559.00,543447.00,101374210.00,408025.00,294726.00,500919.00,373092.00,0.00,543654.00,408346.00,0.00,7974,749988,2119980
2025-12-31T15:37:15Z,eth0,110263124.00,543134.00,101352373.00,407894.00,295368.00,497945.00,371526.00,1.00,542149.00,407152.00,0.00,7975,749988,2120364
2025-12-31T15:37:16Z,eth0,114863604.00,565678.00,105565964.00,424833.00,308360.00,520599.00,388422.00,0.00,566184.00,425150.00,0.00,7976,749988,2120684
2025-12-31T15:37:17Z,eth0,110141788.00,542487.00,101232376.00,407418.00,292415.00,499144.00,373834.00,0.00,545859.00,409952.00,0.00,7976,749988,2121068
2025-12-31T15:37:18Z,eth0,110766291.00,545591.00,101802842.00,409742.00,293548.00,500511.00,373810.00,0.00,542677.00,407524.00,0.00,7977,749988,2121452
2025-12-31T15:37:19Z,eth0,110008170.00,541844.00,101106711.00,406913.00,292055.00,495682.00,369656.00,0.00,541171.00,406507.00,2.00,7978,750372,2121772
2025-12-31T15:37:20Z,eth0,110955090.00,546461.00,101975011.00,410371.00,298289.00,501434.00,374285.00,0.00,547284.00,410978.00,0.00,7979,750564,2122156
2025-12-31T15:37:22Z,eth0,56485050.00,278223.00,51919739.50,208957.00,150340.00,255556.00,191197.00,0.00,278427.50,209104.50,0.00,7980,750564,2122540
2025-12-31T15:37:23Z,eth0,118212087.00,582247.00,108639051.00,437260.00,317367.00,532246.00,398060.00,0.00,581230.00,436479.00,1.00,7981,750564,2122924
2025-12-31T15:37:24Z,eth0,113296729.00,558100.00,104125705.00,419040.00,303099.00,512468.00,383103.00,0.00,558997.00,419672.00,0.00,7982,750564,2123308
2025-12-31T15:37:25Z,eth0,110690155.00,545076.00,101733093.00,409392.00,294648.00,499346.00,373107.00,0.00,543866.00,408441.00,0.00,7982,750756,2123628
2025-12-31T15:37:26Z,eth0,111121190.00,547344.00,102129216.00,411043.00,291982.00,501742.00,374492.00,0.00,547438.00,411235.00,0.00,7983,750948,2124012
2025-12-31T15:37:27Z,eth0,113137945.00,557197.00,104019492.00,418663.00,295943.00,509359.00,382751.00,0.00,559482.00,420270.00,0.00,7984,750948,2124396
2025-12-31T15:37:28Z,eth0,110643612.00,545062.00,101664594.00,409182.00,292319.00,497763.00,370180.00,0.00,542857.00,407580.00,1.00,7985,750948,2124716
2025-12-31T15:37:29Z,eth0,110258756.00,543029.00,101334040.00,407811.00,294548.00,498083.00,371691.00,0.00,543476.00,407931.00,0.00,7986,751140,2125100
2025-12-31T15:37:30Z,eth0,110464157.00,544074.00,101546883.00,408698.00,295592.00,496067.00,369903.00,0.00,543522.00,408288.00,1.00,7987,751332,2125484
2025-12-31T15:37:32Z,eth0,55150719.50,271662.50,50676559.50,203937.00,140240.00,247742.00,185323.50,0.00,272188.50,204462.00,0.00,7988,751332,2125804
2025-12-31T15:37:33Z,eth0,111661712.00,549949.00,102639865.00,413101.00,294180.00,503934.00,376459.00,0.00,552521.00,414840.00,0.00,7988,751524,2126188
2025-12-31T15:37:34Z,eth0,111164686.00,547594.00,102154150.00,411123.00,289025.00,496400.00,368717.00,0.00,543793.00,408412.00,0.00,7989,751524,2126572
2025-12-31T15:37:35Z,eth0,110703619.00,545221.00,101749325.00,409475.00,291840.00,499078.00,372543.00,0.00,546811.00,410693.00,0.00,7990,751524,2126956
2025-12-31T15:37:36Z,eth0,110988926.00,546611.00,102013414.00,410543.00,288903.00,500500.00,375088.00,0.00,546231.00,410129.00,0.00,7991,751524,2127276
2025-12-31T15:37:37Z,eth0,113553612.00,559298.00,104358146.00,420011.00,295899.00,511614.00,382816.00,0.00,560606.00,421126.00,0.00,7992,751716,2127724
2025-12-31T15:37:38Z,eth0,114328373.00,563142.00,105096318.00,423019.00,304400.00,514653.00,383578.00,0.00,561197.00,421328.00,0.00,7993,751908,2128044
2025-12-31T15:37:39Z,eth0,111453860.00,548953.00,102427121.00,412175.00,291694.00,502891.00,376838.00,0.00,548537.00,412139.00,0.00,7994,752100,2128428
2025-12-31T15:37:40Z,eth0,112553162.00,554373.00,103442272.00,416316.00,294835.00,509452.00,381321.00,0.00,556276.00,417668.00,0.00,7994,774756,2129324
2025-12-31T15:37:41Z,eth0,114390760.00,563512.00,105121061.00,423038.00,300295.00,518493.00,386684.00,0.00,563127.00,422873.00,0.00,7995,779940,2134060
2025-12-31T15:37:43Z,eth0,55378594.00,272751.50,50897495.00,204834.00,144225.00,249493.50,186532.00,0.00,271932.50,204244.00,0.00,7996,779940,2134380
2025-12-31T15:37:44Z,eth0,110393255.00,543569.00,101492761.00,408499.00,290134.00,498053.00,371968.00,0.00,544246.00,408623.00,1.00,7997,779940,2134764
2025-12-31T15:37:45Z,eth0,117872887.00,580538.00,108327050.00,435988.00,311608.00,532254.00,397765.00,0.00,580570.00,435917.00,0.00,7998,780132,2135148
2025-12-31T15:37:46Z,eth0,110560799.00,544715.00,101596413.00,408844.00,287319.00,500100.00,374062.00,0.00,544677.00,409117.00,0.00,7999,780132,2135532
2025-12-31T15:37:47Z,eth0,114956947.00,566121.00,105660719.00,425200.00,296960.00,518202.00,387359.00,0.00,565402.00,424581.00,0.00,8000,780132,2135916
2025-12-31T15:37:48Z,eth0,110637719.00,545026.00,101683814.00,409256.00,288041.00,498480.00,371363.00,0.00,545716.00,409827.00,0.00,8000,780132,2136236
2025-12-31T15:37:49Z,eth0,111209128.00,547750.00,102200461.00,411309.00,289270.00,499965.00,372519.00,0.00,547411.00,411066.00,0.00,8000,780132,2136620
2025-12-31T15:37:50Z,eth0,112439104.00,553786.00,103345104.00,415909.00,291005.00,506220.00,378382.00,0.00,555160.00,416928.00,0.00,8000,780132,2137004
2025-12-31T15:37:51Z,eth0,111415142.00,548678.00,102404356.00,412141.00,286136.00,500178.00,373765.00,0.00,547879.00,411436.00,1.00,8000,780132,2137388
2025-12-31T15:37:53Z,eth0,55601882.00,273854.50,51105336.00,205665.00,143717.50,249850.00,186056.50,0.00,273474.00,205410.50,0.00,8000,780132,2137708
2025-12-31T15:37:54Z,eth0,110850417.00,546035.00,101869117.00,409963.00,287509.00,500437.00,373673.00,0.00,549193.00,412326.00,0.00,8000,780132,2138092
2025-12-31T15:37:55Z,eth0,111797950.00,550658.00,102757026.00,413573.00,288580.00,501365.00,373752.00,0.00,547654.00,411443.00,1.00,8000,780132,2138476
2025-12-31T15:37:56Z,eth0,112873204.00,555888.00,103736616.00,417454.00,298115.00,506119.00,377750.00,0.00,556292.00,417716.00,0.00,8000,780132,2138796
2025-12-31T15:37:57Z,eth0,111406698.00,548798.00,102379426.00,412046.00,293490.00,501831.00,374136.00,0.00,548576.00,411783.00,0.00,8000,780132,2139180
2025-12-31T15:37:58Z,eth0,110732548.00,545206.00,101797036.00,409636.00,288322.00,498334.00,372263.00,0.00,544998.00,409423.00,4.00,8000,780132,2139564
2025-12-31T15:37:59Z,eth0,110831216.00,546096.00,101843394.00,409841.00,279643.00,497466.00,370993.00,0.00,546101.00,410087.00,0.00,8000,780132,2139884
2025-12-31T15:38:00Z,eth0,112939007.00,556023.00,103809151.00,417811.00,282308.00,504744.00,374914.00,0.00,555785.00,417236.00,0.00,8000,780132,2140332
2025-12-31T15:38:01Z,eth0,110509339.00,544363.00,101572984.00,408748.00,276447.00,494568.00,367533.00,0.00,545458.00,409659.00,0.00,8000,780324,2140652
2025-12-31T15:38:02Z,eth0,110732818.00,545571.00,101756553.00,409480.00,277098.00,492920.00,367691.00,0.00,544291.00,408753.00,0.00,8000,780324,2140972
2025-12-31T15:38:04Z,eth0,55491442.00,273317.50,51002537.00,205264.00,142065.50,250542.50,187204.00,0.00,273584.50,205484.50,0.00,8000,780324,2141356
2025-12-31T15:38:05Z,eth0,110534464.00,544247.00,101595556.00,408834.00,284547.00,497556.00,372009.00,0.00,545141.00,409443.00,0.00,8000,780324,2141740
2025-12-31T15:38:06Z,eth0,111058133.00,547140.00,102071777.00,410845.00,288934.00,499246.00,372598.00,0.00,547047.00,410736.00,0.00,8000,780324,2142124
2025-12-31T15:38:07Z,eth0,114141272.00,562096.00,104898684.00,422160.00,296388.00,514481.00,384310.00,0.00,561881.00,421863.00,0.00,8000,780324,2142444
2025-12-31T15:38:08Z,eth0,112095865.00,552175.00,103026557.00,414623.00,292752.00,505233.00,377289.00,0.00,553766.00,415968.00,1.00,8000,782244,2142828
2025-12-31T15:38:09Z,eth0,111391880.00,548640.00,102385919.00,412070.00,286333.00,510741.00,377864.00,0.00,551263.00,413981.00,0.00,8000,785316,2142828
2025-12-31T15:38:10Z,eth0,121978892.00,600732.00,112106342.00,451148.00,313866.00,547434.00,407279.00,0.00,597077.00,448431.00,0.00,8000,785508,2142828
2025-12-31T15:38:11Z,eth0,113409399.00,558577.00,104228973.00,419464.00,297814.00,511281.00,382663.00,0.00,558448.00,419433.00,0.00,8000,785892,2142828
2025-12-31T15:38:12Z,eth0,112763438.00,555418.00,103650171.00,417174.00,284698.00,506900.00,377570.00,0.00,554442.00,416309.00,0.00,8000,786084,2142828
2025-12-31T15:38:14Z,eth0,56376002.00,277700.00,51809505.50,208506.50,138841.50,252178.50,187682.50,0.00,278199.50,208891.50,0.00,8000,786468,2142828
2025-12-31T15:38:15Z,eth0,111708830.00,550193.00,102671249.00,413153.00,276425.00,497929.00,369701.00,0.00,549175.00,412512.00,0.00,8000,786468,2142828
2025-12-31T15:38:16Z,eth0,113464558.00,558916.00,104281600.00,419701.00,280315.00,506834.00,377098.00,1.00,559166.00,419934.00,1.00,8000,787044,2142828
2025-12-31T15:38:17Z,eth0,110899989.00,546271.00,101926287.00,410228.00,271822.00,495425.00,369351.00,0.00,549048.00,412282.00,0.00,8000,787428,2142828
2025-12-31T15:38:18Z,eth0,114079438.00,561756.00,104854627.00,421982.00,282562.00,507657.00,375667.00,0.00,558864.00,419653.00,0.00,8000,787620,2142828
2025-12-31T15:38:19Z,eth0,110659894.00,545054.00,101710541.00,409372.00,274091.00,491955.00,367128.00,0.00,546357.00,410281.00,1.00,8000,787812,2142828
2025-12-31T15:38:20Z,eth0,110904808.00,546308.00,101925382.00,410183.00,273488.00,495510.00,367970.00,0.00,545842.00,409902.00,0.00,8000,788004,2142828
2025-12-31T15:38:21Z,eth0,111511647.00,549281.00,102476841.00,412390.00,276381.00,497228.00,369144.00,0.00,551070.00,414004.00,0.00,8000,788196,2142956
2025-12-31T15:38:22Z,eth0,113472784.00,558900.00,104291116.00,419740.00,281817.00,506395.00,376972.00,0.00,556154.00,417638.00,0.00,8000,788196,2143340
2025-12-31T15:38:24Z,eth0,55376162.50,272684.00,50907911.00,204893.50,137253.00,247391.50,184166.50,0.00,273408.50,205300.50,0.00,8000,788388,2143724
2025-12-31T15:38:25Z,eth0,110815275.00,545803.00,101855245.00,409895.00,275624.00,496103.00,368141.00,0.00,545125.00,409397.00,0.00,8000,788580,2144044
2025-12-31T15:38:26Z,eth0,111174777.00,547698.00,102156516.00,411178.00,274245.00,496637.00,369365.00,0.00,546883.00,410670.00,0.00,8000,788580,2144428
2025-12-31T15:38:27Z,eth0,113918924.00,560966.00,104717929.00,421421.00,284673.00,508253.00,378593.00,0.00,561773.00,421849.00,0.00,8000,788580,2144812
2025-12-31T15:38:28Z,eth0,120146759.00,591815.00,110417738.00,444358.00,298765.00,534772.00,397505.00,0.00,591574.00,444328.00,0.00,8000,788580,2145196
2025-12-31T15:38:29Z,eth0,115044089.00,566685.00,105728074.00,425504.00,285968.00,514500.00,383263.00,0.00,566709.00,425554.00,0.00,8000,788772,2145580
2025-12-31T15:38:30Z,eth0,111339212.00,548306.00,102334445.00,411866.00,278428.00,497037.00,368292.00,0.00,547249.00,411037.00,0.00,8000,788772,2145964
2025-12-31T15:38:31Z,eth0,110619573.00,544904.00,101672658.00,409194.00,281302.00,495756.00,367832.00,0.00,548549.00,411873.00,0.00,8000,788772,2146284
2025-12-31T15:38:32Z,eth0,113611293.00,559641.00,104408640.00,420175.00,284460.00,505166.00,374274.00,0.00,556852.00,418298.00,0.00,8000,788772,2146668
2025-12-31T15:38:34Z,eth0,55362896.00,272664.00,50881318.50,204767.50,143227.00,245110.00,181533.00,0.00,272865.50,204872.50,0.00,8000,788772,2147052
2025-12-31T15:38:35Z,eth0,113977432.00,561276.00,104767507.00,421637.00,283882.00,510714.00,379061.00,0.00,560980.00,421326.00,0.00,8000,788772,2147436
2025-12-31T15:38:36Z,eth0,111577375.00,549608.00,102546656.00,412714.00,278659.00,504939.00,370777.00,0.00,549379.00,412503.00,0.00,8000,794724,2147628
2025-12-31T15:38:37Z,eth0,119375232.00,588008.00,109711249.00,441508.00,299864.00,533754.00,396657.00,0.00,587747.00,441516.00,0.00,8000,795492,2147628
2025-12-31T15:38:38Z,eth0,110725993.00,545294.00,101771300.00,409592.00,277549.00,494575.00,366874.00,0.00,544924.00,409113.00,0.00,8000,795876,2147628
2025-12-31T15:38:39Z,eth0,110605768.00,544870.00,101648326.00,409080.00,279068.00,493004.00,365893.00,0.00,547803.00,411573.00,1.00,8000,795876,2147628
2025-12-31T15:38:40Z,eth0,114927654.00,565976.00,105629248.00,425126.00,287130.00,511298.00,377599.00,0.00,563861.00,423268.00,0.00,8000,796068,2147628
2025-12-31T15:38:41Z,eth0,110786857.00,545641.00,101828118.00,409838.00,274967.00,493583.00,365243.00,0.00,547493.00,411176.00,0.00,8000,796452,2147628
2025-12-31T15:38:42Z,eth0,111449336.00,549009.00,102423325.00,412160.00,276268.00,496346.00,369279.00,0.00,550877.00,413650.00,0.00,8000,796644,2147628
2025-12-31T15:38:44Z,eth0,56896998.50,280247.50,52295357.50,210474.50,141749.00,253031.00,187413.50,0.00,278640.00,209307.00,0.00,8000,797028,2147628
2025-12-31T15:38:45Z,eth0,111177170.00,547644.00,102178854.00,411232.00,272599.00,492755.00,364764.00,0.00,546570.00,410624.00,1.00,8000,797028,2147628
2025-12-31T15:38:46Z,eth0,112199802.00,552537.00,103124797.00,415027.00,276046.00,499376.00,370662.00,0.00,553869.00,415851.00,0.00,8000,797604,2147628
2025-12-31T15:38:47Z,eth0,118825936.00,585357.00,109202817.00,439489.00,290857.00,526745.00,390805.00,0.00,585554.00,439608.00,0.00,8000,797796,2147628
2025-12-31T15:38:48Z,eth0,110856816.00,545939.00,101897745.00,410124.00,272888.00,488596.00,360887.00,0.00,544351.00,408957.00,0.00,8000,798372,2147628
2025-12-31T15:38:49Z,eth0,114489456.00,563875.00,105266690.00,423655.00,280866.00,505824.00,375535.00,0.00,563803.00,423507.00,0.00,8000,798756,2147628
2025-12-31T15:38:50Z,eth0,112218175.00,552724.00,103096612.00,414929.00,273565.00,496608.00,368275.00,0.00,553799.00,415662.00,0.00,8000,799140,2147628
2025-12-31T15:38:51Z,eth0,111735762.00,550383.00,102691808.00,413251.00,271068.00,495428.00,367634.00,0.00,552507.00,415075.00,1.00,8000,799524,2147628
2025-12-31T15:38:53Z,eth0,59263136.50,291874.00,54488004.00,219298.50,143389.50,260549.00,193552.50,0.00,290394.50,218002.50,0.00,8000,799524,2147628
2025-12-31T15:38:54Z,eth0,110536027.00,544298.00,101592854.00,408918.00,270029.00,486714.00,361819.00,0.00,545113.00,409494.00,0.00,8000,799908,2147628
2025-12-31T15:38:55Z,eth0,112319139.00,553370.00,103190760.00,415223.00,272753.00,496927.00,369149.00,0.00,552760.00,415065.00,0.00,8000,800292,2147628
2025-12-31T15:38:56Z,eth0,112564274.00,554376.00,103466995.00,416416.00,273919.00,496448.00,370078.00,0.00,556804.00,418247.00,0.00,8000,800484,2147628
2025-12-31T15:38:57Z,eth0,114245419.00,562668.00,104999015.00,422550.00,279117.00,504654.00,372993.00,0.00,561424.00,421609.00,0.00,8000,801444,2147628
2025-12-31T15:38:58Z,eth0,112626197.00,554829.00,103503423.00,416544.00,277008.00,494572.00,366232.00,0.00,553379.00,415525.00,1.00,8000,801636,2147628
2025-12-31T15:38:59Z,eth0,110826297.00,545744.00,101857553.00,409941.00,269647.00,487334.00,362397.00,0.00,546813.00,410583.00,0.00,8000,801828,2147628
2025-12-31T15:39:00Z,eth0,110814752.00,545752.00,101854495.00,409943.00,282119.00,494005.00,367541.00,0.00,544322.00,408754.00,0.00,8000,802212,2147628
2025-12-31T15:39:01Z,eth0,110664223.00,545159.00,101709548.00,409331.00,276500.00,490729.00,365289.00,0.00,545662.00,409835.00,0.00,8000,802404,2147628
2025-12-31T15:39:03Z,eth0,56213421.50,276875.00,51657028.00,207886.50,136591.50,248565.00,184410.50,0.00,277282.00,208279.50,0.00,8000,802404,2147756
2025-12-31T15:39:04Z,eth0,111108178.00,547211.00,102129113.00,411022.00,269192.00,494756.00,363509.00,0.00,546824.00,410555.00,0.00,8000,811236,2147884
2025-12-31T15:39:05Z,eth0,110769842.00,545631.00,101812456.00,409772.00,270315.00,488952.00,362073.00,0.00,544843.00,409283.00,0.00,8000,811428,2147884
2025-12-31T15:39:06Z,eth0,112071849.00,552053.00,102988895.00,414430.00,274096.00,494018.00,365778.00,0.00,552089.00,414608.00,0.00,8000,811812,2147884
2025-12-31T15:39:07Z,eth0,112856376.00,555712.00,103737259.00,417527.00,272071.00,499936.00,370461.00,0.00,556219.00,417621.00,0.00,8000,811812,2147884
2025-12-31T15:39:08Z,eth0,114082776.00,561932.00,104849947.00,421932.00,278187.00,503236.00,371883.00,0.00,561220.00,421516.00,1.00,8000,812004,2147884
2025-12-31T15:39:09Z,eth0,114551202.00,564196.00,105283699.00,423708.00,279268.00,506772.00,375249.00,0.00,565249.00,424456.00,0.00,8000,812388,2147884
2025-12-31T15:39:10Z,eth0,112295340.00,553049.00,103242570.00,415575.00,273124.00,498318.00,369695.00,0.00,555093.00,417009.00,0.00,8000,812964,2147884
2025-12-31T15:39:11Z,eth0,114052917.00,561843.00,104783717.00,421671.00,280810.00,507233.00,376724.00,0.00,559417.00,420055.00,0.00,8000,813540,2147884
2025-12-31T15:39:13Z,eth0,55443425.50,273099.00,50969161.00,205141.50,136514.50,245857.00,182251.50,0.00,273204.00,205107.50,0.50,8000,813732,2147884
2025-12-31T15:39:14Z,eth0,110909511.00,546225.00,101922762.00,410167.00,271340.00,491671.00,363997.00,0.00,545894.00,409993.00,1.00,8000,813732,2147884
2025-12-31T15:39:15Z,eth0,110627225.00,544984.00,101657990.00,409134.00,267841.00,489546.00,362794.00,0.00,544275.00,408762.00,0.00,8000,814116,2147884
2025-12-31T15:39:16Z,eth0,110977658.00,546629.00,102005510.00,410523.00,270452.00,490278.00,362671.00,0.00,547021.00,410775.00,0.00,8000,814308,2147884
2025-12-31T15:39:17Z,eth0,112947997.00,556212.00,103822352.00,417874.00,272987.00,499415.00,370552.00,0.00,556221.00,417890.00,0.00,8000,814500,2147884
2025-12-31T15:39:18Z,eth0,110748186.00,545401.00,101791533.00,409635.00,269428.00,489109.00,362815.00,0.00,546210.00,410106.00,3.00,8000,814884,2147884
2025-12-31T15:39:19Z,eth0,112352360.00,553393.00,103259404.00,415509.00,273463.00,495512.00,367585.00,0.00,553098.00,415338.00,0.00,8000,815268,2147884
2025-12-31T15:39:20Z,eth0,110910484.00,546275.00,101954539.00,410404.00,274562.00,488494.00,361995.00,0.00,545930.00,409962.00,0.00,8000,815460,2147884
2025-12-31T15:39:21Z,eth0,110599818.00,544809.00,101633441.00,409035.00,271899.00,490492.00,363899.00,0.00,545803.00,409984.00,0.00,8000,815844,2147884
2025-12-31T15:39:22Z,eth0,110852552.00,546012.00,101905914.00,410106.00,271601.00,488950.00,362313.00,0.00,545801.00,409823.00,0.00,8000,816420,2147884
2025-12-31T15:39:23Z,eth0,110884639.00,546114.00,101906112.00,410117.00,271797.00,488270.00,361221.00,0.00,545182.00,409492.00,0.00,8000,816804,2147884
2025-12-31T15:39:25Z,eth0,55461357.00,273218.50,50960630.50,205084.00,136376.00,244818.50,181491.50,0.00,273310.50,205255.00,0.00,8000,817380,2147884
2025-12-31T15:39:26Z,eth0,110630337.00,544776.00,101689935.00,409278.00,270191.00,489233.00,362878.00,0.00,546243.00,410194.00,0.00,8000,817572,2147884
2025-12-31T15:39:27Z,eth0,111163933.00,547496.00,102161726.00,411157.00,273108.00,493177.00,365260.00,0.00,545679.00,409754.00,0.00,8000,817572,2147884
